reference,country,date,sentiment_scores,sentiment_entropy
r960905a_SRB,sweden,1996-09-05,"{'positive': 0.25984251968503935, 'neutral': 0.5826771653543307, 'negative': 0.15748031496062992}",0.9559964416036131
r960910a_SRB,sweden,1996-09-10,"{'positive': 0.22972972972972974, 'neutral': 0.6351351351351351, 'negative': 0.13513513513513514}",0.896667592403239
r960919a_SRB,sweden,1996-09-19,"{'positive': 0.23214285714285715, 'neutral': 0.7321428571428571, 'negative': 0.03571428571428571}",0.6862964988959261
r960926a_SRB,sweden,1996-09-26,"{'positive': 0.18823529411764706, 'neutral': 0.6352941176470588, 'negative': 0.17647058823529413}",0.9086828907627815
r961017a_SRB,sweden,1996-10-17,"{'positive': 0.10576923076923077, 'neutral': 0.8365384615384616, 'negative': 0.057692307692307696}",0.5514927151115727
r961023a_SRB,sweden,1996-10-23,"{'positive': 0.05660377358490566, 'neutral': 0.9198113207547169, 'negative': 0.02358490566037736}",0.3278080516552335
r961025a_SRB,sweden,1996-10-25,"{'positive': 0.11282051282051282, 'neutral': 0.841025641025641, 'negative': 0.046153846153846156}",0.5337377671120674
r961113a_SRB,sweden,1996-11-13,"{'positive': 0.18309859154929578, 'neutral': 0.6619718309859155, 'negative': 0.15492957746478872}",0.8728471034053322
r961122a_SRB,sweden,1996-11-22,"{'positive': 0.0625, 'neutral': 0.8958333333333334, 'negative': 0.041666666666666664}",0.40424817336732
r970128a_SRB,sweden,1997-01-28,"{'positive': 0.16346153846153846, 'neutral': 0.7403846153846154, 'negative': 0.09615384615384616}",0.7437803677795478
r970129a_SRB,sweden,1997-01-29,"{'positive': 0.2518518518518518, 'neutral': 0.6148148148148148, 'negative': 0.13333333333333333}",0.9150027789851103
r970226a_SRB,sweden,1997-02-26,"{'positive': 0.0391304347826087, 'neutral': 0.9, 'negative': 0.06086956521739131}",0.3920157697207128
r970310a_SRB,sweden,1997-03-10,"{'positive': 0.0761904761904762, 'neutral': 0.8476190476190476, 'negative': 0.0761904761904762}",0.5324393827952584
r970313a_SRB,sweden,1997-03-13,"{'positive': 0.19135802469135801, 'neutral': 0.691358024691358, 'negative': 0.11728395061728394}",0.8229678319715663
r970320a_SRB,sweden,1997-03-20,"{'positive': 0.16058394160583941, 'neutral': 0.7007299270072993, 'negative': 0.1386861313868613}",0.8168809188284343
r970409a_SRB,sweden,1997-04-09,"{'positive': 0.1925925925925926, 'neutral': 0.6888888888888889, 'negative': 0.11851851851851852}",0.8267289828262232
r970415a_SRB,sweden,1997-04-15,"{'positive': 0.07281553398058252, 'neutral': 0.8932038834951457, 'negative': 0.03398058252427184}",0.4065640160712621
r970417a_SRB,sweden,1997-04-17,"{'positive': 0.12083333333333333, 'neutral': 0.8083333333333333, 'negative': 0.07083333333333333}",0.6148860534384535
r970418a_SRB,sweden,1997-04-18,"{'positive': 0.23529411764705882, 'neutral': 0.5359477124183006, 'negative': 0.22875816993464052}",1.012170978828918
r970430a_SRB,sweden,1997-04-30,"{'positive': 0.21978021978021978, 'neutral': 0.6263736263736264, 'negative': 0.15384615384615385}",0.9139873048436324
r970502a_SRB,sweden,1997-05-02,"{'positive': 0.0893854748603352, 'neutral': 0.8659217877094972, 'negative': 0.0446927374301676}",0.47940901806556835
r970514a_SRB,sweden,1997-05-14,"{'positive': 0.2972972972972973, 'neutral': 0.5225225225225225, 'negative': 0.18018018018018017}",1.0085834480585865
r970515a_SRB,sweden,1997-05-15,"{'positive': 0.38596491228070173, 'neutral': 0.4824561403508772, 'negative': 0.13157894736842105}",0.9859491317565785
r970522a_SRB,sweden,1997-05-22,"{'positive': 0.21487603305785125, 'neutral': 0.5785123966942148, 'negative': 0.2066115702479339}",0.9728395327560909
r970526a_SRB,sweden,1997-05-26,"{'positive': 0.11398963730569948, 'neutral': 0.7616580310880829, 'negative': 0.12435233160621761}",0.7141419186525131
r970603a_SRB,sweden,1997-06-03,"{'positive': 0.2751322751322751, 'neutral': 0.5767195767195767, 'negative': 0.14814814814814814}",0.9553802488473851
r970616a_SRB,sweden,1997-06-16,"{'positive': 0.2546583850931677, 'neutral': 0.5900621118012422, 'negative': 0.15527950310559005}",0.9488164453656243
r970822a_SRB,sweden,1997-08-22,"{'positive': 0.06, 'neutral': 0.895, 'negative': 0.045}",0.40763756535315104
r970829a_SRB,sweden,1997-08-29,"{'positive': 0.15, 'neutral': 0.625, 'negative': 0.225}",0.9139426132864532
r970930a_SRB,sweden,1997-09-30,"{'positive': 0.2857142857142857, 'neutral': 0.6071428571428571, 'negative': 0.10714285714285714}",0.9002046513038221
r971009a_SRB,sweden,1997-10-09,"{'positive': 0.1111111111111111, 'neutral': 0.7685185185185185, 'negative': 0.12037037037037036}",0.7013257466466862
r971015a_SRB,sweden,1997-10-15,"{'positive': 0.24444444444444444, 'neutral': 0.6148148148148148, 'negative': 0.14074074074074075}",0.919401737107512
r971021a_SRB,sweden,1997-10-21,"{'positive': 0.14285714285714285, 'neutral': 0.8285714285714286, 'negative': 0.02857142857142857}",0.5353832434386065
r971022a_SRB,sweden,1997-10-22,"{'positive': 0.07692307692307693, 'neutral': 0.8632478632478633, 'negative': 0.05982905982905983}",0.49274176009365045
r971023a_SRB,sweden,1997-10-23,"{'positive': 0.25874125874125875, 'neutral': 0.6293706293706294, 'negative': 0.11188811188811189}",0.8862834228934972
r971111a_SRB,sweden,1997-11-11,"{'positive': 0.16058394160583941, 'neutral': 0.6131386861313869, 'negative': 0.22627737226277372}",0.9298703534503086
r971113a_SRB,sweden,1997-11-13,"{'positive': 0.15517241379310345, 'neutral': 0.7873563218390804, 'negative': 0.05747126436781609}",0.6415217753610207
r971119a_SRB,sweden,1997-11-19,"{'positive': 0.16216216216216217, 'neutral': 0.6666666666666666, 'negative': 0.17117117117117117}",0.8674414702906955
r980127a_SRB,sweden,1998-01-27,"{'positive': 0.20279720279720279, 'neutral': 0.6713286713286714, 'negative': 0.1258741258741259}",0.8519656296119983
r980218a_SRB,sweden,1998-02-18,"{'positive': 0.12173913043478261, 'neutral': 0.782608695652174, 'negative': 0.09565217391304348}",0.672701511449167
r980219a_SRB,sweden,1998-02-19,"{'positive': 0.1523809523809524, 'neutral': 0.6714285714285714, 'negative': 0.1761904761904762}",0.8600472630948531
r980316a_SRB,sweden,1998-03-16,"{'positive': 0.14705882352941177, 'neutral': 0.7058823529411765, 'negative': 0.14705882352941177}",0.8096643171840526
r980321a_SRB,sweden,1998-03-21,"{'positive': 0.21935483870967742, 'neutral': 0.6645161290322581, 'negative': 0.11612903225806452}",0.8543926313274212
r980403a_SRB,sweden,1998-04-03,"{'positive': 0.05714285714285714, 'neutral': 0.85, 'negative': 0.09285714285714286}",0.5223883536042282
r980422a_SRB,sweden,1998-04-22,"{'positive': 0.21142857142857144, 'neutral': 0.6971428571428572, 'negative': 0.09142857142857143}",0.7987519751741992
r980503a_SRB,sweden,1998-05-03,"{'positive': 0.1347517730496454, 'neutral': 0.7375886524822695, 'negative': 0.1276595744680851}",0.757357863732806
r980527a_SRB,sweden,1998-05-27,"{'positive': 0.2822966507177033, 'neutral': 0.583732057416268, 'negative': 0.1339712918660287}",0.9405782570710288
r980529a_SRB,sweden,1998-05-29,"{'positive': 0.11764705882352941, 'neutral': 0.8190045248868778, 'negative': 0.06334841628959276}",0.5900845329101211
r980710a_SRB,sweden,1998-07-10,"{'positive': 0.18947368421052632, 'neutral': 0.631578947368421, 'negative': 0.17894736842105263}",0.9133296050277759
r980711a_SRB,sweden,1998-07-11,"{'positive': 0.07936507936507936, 'neutral': 0.6587301587301587, 'negative': 0.2619047619047619}",0.8269615029399547
r980715a_SRB,sweden,1998-07-15,"{'positive': 0.12626262626262627, 'neutral': 0.6818181818181818, 'negative': 0.1919191919191919}",0.8392151883687996
r980819a_SRB,sweden,1998-08-19,"{'positive': 0.2468354430379747, 'neutral': 0.4810126582278481, 'negative': 0.2721518987341772}",1.0515428619153178
r980825a_SRB,sweden,1998-08-25,"{'positive': 0.058823529411764705, 'neutral': 0.6470588235294118, 'negative': 0.29411764705882354}",0.8082699580001821
r980827a_SRB,sweden,1998-08-27,"{'positive': 0.11515151515151516, 'neutral': 0.806060606060606, 'negative': 0.07878787878787878}",0.622884162963274
r980925a_SRB,sweden,1998-09-25,"{'positive': 0.17532467532467533, 'neutral': 0.7402597402597403, 'negative': 0.08441558441558442}",0.7365723417247373
r980929a_SRB,sweden,1998-09-29,"{'positive': 0.11180124223602485, 'neutral': 0.8012422360248447, 'negative': 0.08695652173913043}",0.6348870083422251
r981010a_SRB,sweden,1998-10-10,"{'positive': 0.13043478260869565, 'neutral': 0.6708074534161491, 'negative': 0.19875776397515527}",0.8546422990763954
r981014a_SRB,sweden,1998-10-14,"{'positive': 0.15656565656565657, 'neutral': 0.6060606060606061, 'negative': 0.23737373737373738}",0.9351884965871726
r981020a_SRB,sweden,1998-10-20,"{'positive': 0.14838709677419354, 'neutral': 0.6451612903225806, 'negative': 0.2064516129032258}",0.891573926888467
r981113a_SRB,sweden,1998-11-13,"{'positive': 0.175, 'neutral': 0.55, 'negative': 0.275}",0.9888506286626308
r981130a_SRB,sweden,1998-11-30,"{'positive': 0.1282051282051282, 'neutral': 0.7025641025641025, 'negative': 0.16923076923076924}",0.8120045227250188
r981202a_SRB,sweden,1998-12-02,"{'positive': 0.1171875, 'neutral': 0.8203125, 'negative': 0.0625}",0.5870136848843688
r981203a_SRB,sweden,1998-12-03,"{'positive': 0.2803030303030303, 'neutral': 0.5833333333333334, 'negative': 0.13636363636363635}",0.9426225900659093
r981206a_SRB,sweden,1998-12-06,"{'positive': 0.06666666666666667, 'neutral': 0.8444444444444444, 'negative': 0.08888888888888889}",0.538456081323952
r990109a_SRB,sweden,1999-01-09,"{'positive': 0.3006993006993007, 'neutral': 0.6223776223776224, 'negative': 0.07692307692307693}",0.8537740716461611
r990112a_SRB,sweden,1999-01-12,"{'positive': 0.27586206896551724, 'neutral': 0.6120689655172413, 'negative': 0.11206896551724138}",0.9010198307052903
r990122a_SRB,sweden,1999-01-22,"{'positive': 0.2072072072072072, 'neutral': 0.6036036036036037, 'negative': 0.1891891891891892}",0.9458748530442525
r990202a_SRB,sweden,1999-02-02,"{'positive': 0.16101694915254236, 'neutral': 0.5847457627118644, 'negative': 0.2542372881355932}",0.9559930069128009
r990215a_SRB,sweden,1999-02-15,"{'positive': 0.2158273381294964, 'neutral': 0.49640287769784175, 'negative': 0.28776978417266186}",1.0370318580829723
r990225a_SRB,sweden,1999-02-25,"{'positive': 0.09547738693467336, 'neutral': 0.7085427135678392, 'negative': 0.19597989949748743}",0.787785280269516
r990305a_SRB,sweden,1999-03-05,"{'positive': 0.15352697095435686, 'neutral': 0.6804979253112033, 'negative': 0.16597510373443983}",0.8477129704385293
r990309a_SRB,sweden,1999-03-09,"{'positive': 0.13291139240506328, 'neutral': 0.7468354430379747, 'negative': 0.12025316455696203}",0.7409488464237852
r990312a_SRB,sweden,1999-03-12,"{'positive': 0.24731182795698925, 'neutral': 0.6236559139784946, 'negative': 0.12903225806451613}",0.9042022740616562
r990317a_SRB,sweden,1999-03-17,"{'positive': 0.17142857142857143, 'neutral': 0.6342857142857142, 'negative': 0.19428571428571428}",0.9094143645950383
r990325a_SRB,sweden,1999-03-25,"{'positive': 0.16363636363636364, 'neutral': 0.5727272727272728, 'negative': 0.2636363636363636}",0.966882561479641
r990410a_SRB,sweden,1999-04-10,"{'positive': 0.2014388489208633, 'neutral': 0.6402877697841727, 'negative': 0.15827338129496402}",0.8999897808648709
r990419a_SRB,sweden,1999-04-19,"{'positive': 0.13043478260869565, 'neutral': 0.7010869565217391, 'negative': 0.16847826086956522}",0.8147037172283011
r990421a_SRB,sweden,1999-04-21,"{'positive': 0.14285714285714285, 'neutral': 0.7802197802197802, 'negative': 0.07692307692307693}",0.6689256168429977
r990518a_SRB,sweden,1999-05-18,"{'positive': 0.11290322580645161, 'neutral': 0.6854838709677419, 'negative': 0.20161290322580644}",0.8279907991695891
r990521a_SRB,sweden,1999-05-21,"{'positive': 0.08056872037914692, 'neutral': 0.8151658767772512, 'negative': 0.10426540284360189}",0.6052391247805569
r990610a_SRB,sweden,1999-06-10,"{'positive': 0.25, 'neutral': 0.6363636363636364, 'negative': 0.11363636363636363}",0.8813313646487547
r990615a_SRB,sweden,1999-06-15,"{'positive': 0.1958041958041958, 'neutral': 0.6853146853146853, 'negative': 0.11888111888111888}",0.8314238886964288
r990616a_SRB,sweden,1999-06-16,"{'positive': 0.1875, 'neutral': 0.69375, 'negative': 0.11875}",0.8205606002357262
r990706a_SRB,sweden,1999-07-06,"{'positive': 0.21348314606741572, 'neutral': 0.5955056179775281, 'negative': 0.19101123595505617}",0.9545415509525836
r990827a_SRB,sweden,1999-08-27,"{'positive': 0.4056603773584906, 'neutral': 0.5094339622641509, 'negative': 0.08490566037735849}",0.9189884838731994
r990908a_SRB,sweden,1999-09-08,"{'positive': 0.12371134020618557, 'neutral': 0.6804123711340206, 'negative': 0.1958762886597938}",0.8398611498913987
r990914a_SRB,sweden,1999-09-14,"{'positive': 0.05319148936170213, 'neutral': 0.8617021276595744, 'negative': 0.0851063829787234}",0.4940064479713153
r991006a_SRB,sweden,1999-10-06,"{'positive': 0.09433962264150944, 'neutral': 0.8490566037735849, 'negative': 0.05660377358490566}",0.5242006217060988
r991009a_SRB,sweden,1999-10-09,"{'positive': 0.14782608695652175, 'neutral': 0.782608695652174, 'negative': 0.06956521739130435}",0.6598623065187438
r991014a_SRB,sweden,1999-10-14,"{'positive': 0.11971830985915492, 'neutral': 0.823943661971831, 'negative': 0.056338028169014086}",0.5757248776454028
r991025a_SRB,sweden,1999-10-25,"{'positive': 0.1712707182320442, 'neutral': 0.6740331491712708, 'negative': 0.15469613259668508}",0.8568069921420548
r991026a_SRB,sweden,1999-10-26,"{'positive': 0.2916666666666667, 'neutral': 0.625, 'negative': 0.08333333333333333}",0.8602030628046026
r991027a_SRB,sweden,1999-10-27,"{'positive': 0.21951219512195122, 'neutral': 0.6463414634146342, 'negative': 0.13414634146341464}",0.8844142343230885
r991029a_SRB,sweden,1999-10-29,"{'positive': 0.12727272727272726, 'neutral': 0.8090909090909091, 'negative': 0.06363636363636363}",0.609054815209132
r991118a_SRB,sweden,1999-11-18,"{'positive': 0.12209302325581395, 'neutral': 0.6802325581395349, 'negative': 0.19767441860465115}",0.8393225035548552
r991118b_SRB,sweden,1999-11-18,"{'positive': 0.25925925925925924, 'neutral': 0.6296296296296297, 'negative': 0.1111111111111111}",0.8853985416210997
r991122a_SRB,sweden,1999-11-22,"{'positive': 0.18867924528301888, 'neutral': 0.6792452830188679, 'negative': 0.1320754716981132}",0.8447465596323556
r991210a_SRB,sweden,1999-12-10,"{'positive': 0.23902439024390243, 'neutral': 0.6341463414634146, 'negative': 0.12682926829268293}",0.8928188417959451
r991215a_SRB,sweden,1999-12-15,"{'positive': 0.1497005988023952, 'neutral': 0.6706586826347305, 'negative': 0.17964071856287425}",0.8606303953112444
r991216a_SRB,sweden,1999-12-16,"{'positive': 0.3, 'neutral': 0.6142857142857143, 'negative': 0.08571428571428572}",0.8711076280153105
r000103a_SRB,sweden,2000-01-03,"{'positive': 0.22699386503067484, 'neutral': 0.5644171779141104, 'negative': 0.2085889570552147}",0.9863589756945077
r000125a_SRB,sweden,2000-01-25,"{'positive': 0.23809523809523808, 'neutral': 0.6666666666666666, 'negative': 0.09523809523809523}",0.8359373644898984
r000216a_SRB,sweden,2000-02-16,"{'positive': 0.3130434782608696, 'neutral': 0.5826086956521739, 'negative': 0.10434782608695652}",0.9141498059191571
r000217a_SRB,sweden,2000-02-17,"{'positive': 0.25161290322580643, 'neutral': 0.6451612903225806, 'negative': 0.1032258064516129}",0.8643454888308476
r000224a_SRB,sweden,2000-02-24,"{'positive': 0.2744186046511628, 'neutral': 0.6558139534883721, 'negative': 0.06976744186046512}",0.8172863688239775
r000228a_SRB,sweden,2000-02-28,"{'positive': 0.2753623188405797, 'neutral': 0.5797101449275363, 'negative': 0.14492753623188406}",0.9511301321529075
r000302a_SRB,sweden,2000-03-02,"{'positive': 0.06779661016949153, 'neutral': 0.7288135593220338, 'negative': 0.2033898305084746}",0.7369329995538763
r000311a_SRB,sweden,2000-03-11,"{'positive': 0.14457831325301204, 'neutral': 0.7710843373493976, 'negative': 0.08433734939759036}",0.6886144851958486
r000317a_SRB,sweden,2000-03-17,"{'positive': 0.25, 'neutral': 0.6216216216216216, 'negative': 0.12837837837837837}",0.9056389463282342
r000320a_SRB,sweden,2000-03-20,"{'positive': 0.14754098360655737, 'neutral': 0.8032786885245902, 'negative': 0.04918032786885246}",0.6064467712314915
r000323a_SRB,sweden,2000-03-23,"{'positive': 0.32038834951456313, 'neutral': 0.5728155339805825, 'negative': 0.10679611650485436}",0.9227260103693117
r000409a_SRB,sweden,2000-04-09,"{'positive': 0.14084507042253522, 'neutral': 0.7253521126760564, 'negative': 0.13380281690140844}",0.7781082416653827
r000504a_SRB,sweden,2000-05-04,"{'positive': 0.11409395973154363, 'neutral': 0.8389261744966443, 'negative': 0.04697986577181208}",0.5386764062465967
r000519a_SRB,sweden,2000-05-19,"{'positive': 0.2962962962962963, 'neutral': 0.6172839506172839, 'negative': 0.08641975308641975}",0.8698094850039797
r000522a_SRB,sweden,2000-05-22,"{'positive': 0.10810810810810811, 'neutral': 0.8018018018018018, 'negative': 0.09009009009009009}",0.6344548172262359
r000522b_SRB,sweden,2000-05-22,"{'positive': 0.0125, 'neutral': 0.875, 'negative': 0.1125}",0.41740553293036775
r000606a_SRB,sweden,2000-06-06,"{'positive': 0.2426470588235294, 'neutral': 0.6544117647058824, 'negative': 0.10294117647058823}",0.855153495668641
r000614a_SRB,sweden,2000-06-14,"{'positive': 0.1958041958041958, 'neutral': 0.6363636363636364, 'negative': 0.16783216783216784}",0.9064583833627761
r000615a_SRB,sweden,2000-06-15,"{'positive': 0.19736842105263158, 'neutral': 0.7105263157894737, 'negative': 0.09210526315789473}",0.7827430432548684
r000616a_SRB,sweden,2000-06-16,"{'positive': 0.125, 'neutral': 0.7321428571428571, 'negative': 0.14285714285714285}",0.7661845815976045
r000702a_SRB,sweden,2000-07-02,"{'positive': 0.10795454545454546, 'neutral': 0.7272727272727273, 'negative': 0.16477272727272727}",0.769030623132009
r000711b_SRB,sweden,2000-07-11,"{'positive': 0.25625, 'neutral': 0.63125, 'negative': 0.1125}",0.8851093241214845
r000711a_SRB,sweden,2000-07-11,"{'positive': 0.13675213675213677, 'neutral': 0.7735042735042735, 'negative': 0.08974358974358974}",0.6870882831316433
r000811a_SRB,sweden,2000-08-11,"{'positive': 0.2571428571428571, 'neutral': 0.5571428571428572, 'negative': 0.18571428571428572}",0.9877818493609711
r000811b_SRB,sweden,2000-08-11,"{'positive': 0.1743119266055046, 'neutral': 0.8073394495412844, 'negative': 0.01834862385321101}",0.5506481148955251
r000824a_SRB,sweden,2000-08-24,"{'positive': 0.23648648648648649, 'neutral': 0.6283783783783784, 'negative': 0.13513513513513514}",0.903404297504236
